raw_skill_name,category,skill_normalized,cluster_id,auto_canonical,override_canonical,final_canonical,raw_count
Đàm phán,Soft Skill,negotiation,296,negotiation,,negotiation,4
Negotiation,Soft Skill,negotiation,296,negotiation,,negotiation,25
thương lượng,Soft Skill,negotiation,296,negotiation,,negotiation,16
escalation management,Soft Skill,escalation management,549,escalation,,escalation,1
C Programming,Programming Language,c programming,4474,c programming,,Programming Language Other,1
C programming,Programming Language,c programming,4474,c programming,,Programming Language Other,1
Technical English,Soft Skill,technical english,4208,technical english,,Soft Skill Other,1
static analysis tools,Testing & QA,static analysis tools,1708,static analysis,,static analysis,1
Polyspace,Testing & QA,polyspace,3810,polyspace,,Testing & QA Other,1
Automotive domain,Domain Knowledge,automotive domain,4437,automotive domain,,Domain Knowledge Other,1
Automotive Domain,Domain Knowledge,automotive domain,4437,automotive domain,,Domain Knowledge Other,1
automotive domain,Domain Knowledge,automotive domain,4437,automotive domain,,Domain Knowledge Other,1
presentation,Soft Skill,presenting,2667,presenting,,presenting,196
Presentation,Soft Skill,presenting,2667,presenting,,presenting,16
presenting,Soft Skill,presenting,2667,presenting,,presenting,4
business modelling,Engineering Concepts & Methodologies,business modelling,791,business modeling,,business modeling,1
business and technical diagrams/flowcharts,Engineering Concepts & Methodologies,business and technical diagrams flowcharts,3652,business and technical diagrams flowcharts,,Engineering Concepts & Methodologies Other,1
wireframes,Design & UX,wireframe,2566,wireframe,,wireframe,36
thiết kế wireframe,Design & UX,wireframe,2566,wireframe,,wireframe,4
wireframe,Design & UX,wireframe,2566,wireframe,,wireframe,1024
Wireframing,Design & UX,wireframe,2566,wireframe,,wireframe,1
Wireframe,Design & UX,wireframe,2566,wireframe,,wireframe,64
wireframe/Mockup,Design & UX,wireframe,2566,wireframe,,wireframe,1
WireFrame,Design & UX,wireframe,2566,wireframe,,wireframe,16
Wireframes,Design & UX,wireframe,2566,wireframe,,wireframe,1
wireframing tools,Design & UX,wireframe,2566,wireframe,,wireframe,1
wireframing,Design & UX,wireframe,2566,wireframe,,wireframe,1
prototypes,Design & UX,prototypes,354,prototype,,prototype,16
Web Application,Domain Knowledge,web applications,6798,web applications,,web applications,4
Web Applications,Domain Knowledge,web applications,6798,web applications,,web applications,4
Web application,Domain Knowledge,web applications,6798,web applications,,web applications,1
Web applications,Domain Knowledge,web applications,6798,web applications,,web applications,1
web applications,Domain Knowledge,web applications,6798,web applications,,web applications,9
hệ thống doanh nghiệp,Domain Knowledge,hệ thống doanh nghiệp,676,hệ thống doanh nghiệp,,hệ thống doanh nghiệp,4
Web API (RESTful),Engineering Concepts & Methodologies,web api (restful),5135,web api (restful),,Engineering Concepts & Methodologies Other,9
Clean Architecture,Engineering Concepts & Methodologies,clean architecture,3643,clean architecture,,clean architecture,1444
clean architecture,Engineering Concepts & Methodologies,clean architecture,3643,clean architecture,,clean architecture,64
Clean-Architecture,Engineering Concepts & Methodologies,clean architecture,3643,clean architecture,,clean architecture,1
Layered Architecture,Engineering Concepts & Methodologies,layered architecture,6196,layered architecture,,Engineering Concepts & Methodologies Other,1
Entity Framework,Framework / Library,entity framework,1086,entity framework,,entity framework,256
Entity Framework Core,Framework / Library,entity framework,1086,entity framework,,entity framework,169
entity framework,Framework / Library,entity framework,1086,entity framework,,entity framework,1
Stored Procedure,Database,stored procedure,315,stored procedure,,stored procedure,25
stored procedure,Database,stored procedure,315,stored procedure,,stored procedure,4
Multi-layer architecture,Engineering Concepts & Methodologies,multi layer architecture,197,3 layer architecture,,3 layer architecture,1
API integration,Engineering Concepts & Methodologies,api integration,4799,api integration,,api integration,121
API integrations,Engineering Concepts & Methodologies,api integration,4799,api integration,,api integration,9
Authorization,Engineering Concepts & Methodologies,authorization,1238,authorization,,authorization,1
authorization,Engineering Concepts & Methodologies,authorization,1238,authorization,,authorization,36
Tương tác API,Engineering Concepts & Methodologies,tương tác api,6314,tương tác api,,Engineering Concepts & Methodologies Other,1
Xử lý DOM,Engineering Concepts & Methodologies,xử lý dom,4539,xử lý dom,,Engineering Concepts & Methodologies Other,1
Bootstrap,Framework / Library,bootstrap,963,bootstrap,,bootstrap,900
bootstrap,Framework / Library,bootstrap,963,bootstrap,,bootstrap,4
DevExtreme,Framework / Library,devextreme,3834,devextreme,,Framework / Library Other,4
phát triển ứng dụng mobile,Other,phát triển ứng dụng mobile,151,mobile app,,mobile app,9
phát triển ứng dụng Mobile,Other,phát triển ứng dụng mobile,151,mobile app,,mobile app,1
Build & deploy app,Infrastructure & DevOps,build & deploy app,3737,build & deploy app,,Infrastructure & DevOps Other,1
performance mobile,Engineering Concepts & Methodologies,performance mobile,5019,performance mobile,,Engineering Concepts & Methodologies Other,1
kiến trúc hệ thống doanh nghiệp,Engineering Concepts & Methodologies,kiến trúc hệ thống doanh nghiệp,580,business architecture,,business architecture,1
thiết kế ứng dụng đa tầng,Engineering Concepts & Methodologies,thiết kế ứng dụng đa tầng,3176,application design,,application design,1
luồng vận hành và cấu trúc chi phí của TMĐT,Domain Knowledge,luồng vận hành và cấu trúc chi phí của tmđt,3864,luồng vận hành và cấu trúc chi phí của tmđt,,Domain Knowledge Other,1
Window functions,Database,window functions,5299,window functions,,Database Other,1
Looker Studio,Data Engineering & Analytics,looker studio,4686,looker studio,,looker studio,49
Google Looker Studio,Data Engineering & Analytics,looker studio,4686,looker studio,,looker studio,9
Google data studio,Data Engineering & Analytics,looker studio,4686,looker studio,,looker studio,1
Google Data Studio,Data Engineering & Analytics,looker studio,4686,looker studio,,looker studio,16
Google Looker,Data Engineering & Analytics,looker studio,4686,looker studio,,looker studio,1
xây dựng luồng dữ liệu,Data Engineering & Analytics,xây dựng luồng dữ liệu,1546,xây dựng luồng dữ liệu,,xây dựng luồng dữ liệu,1
Business Sense,Soft Skill,business sense,9,business sense,,business sense,1
Data Storytelling,Soft Skill,data storytelling,3883,data storytelling,,data storytelling,9
data storytelling,Soft Skill,data storytelling,3883,data storytelling,,data storytelling,1
Windows Server,Tool & Platform,windows server,1074,windows server,,windows server,1089
Windows server,Tool & Platform,windows server,1074,windows server,,windows server,1
phát triển game 2D hoặc 3D,Domain Knowledge,phát triển game 2d hoặc 3d,236,3d gameplay,,3d gameplay,1
"Unity 2D, 3D",Tool & Platform,"unity 2d, 3d",868,unity (3d),,unity (3d),1
"diễn đạt, trình bày",Soft Skill,"diễn đạt, trình bày",2667,presenting,,presenting,4
xử lý vấn đề logic,Soft Skill,xử lý vấn đề logic,769,logic thinking,,logic thinking,9
AI code assistant,Tool & Platform,ai code assistant,3134,ai code assistant,,ai code assistant,4
AI Code Assistant,Tool & Platform,ai code assistant,3134,ai code assistant,,ai code assistant,1
Kubernetes (K8S),Infrastructure & DevOps,kubernetes (k8s),5915,kubernetes (k8s),,Infrastructure & DevOps Other,4
Kubernetes (K8s),Infrastructure & DevOps,kubernetes (k8s),5915,kubernetes (k8s),,Infrastructure & DevOps Other,1
hệ thống CNTT,Domain Knowledge,hệ thống cntt,468,hệ thống cntt,,hệ thống cntt,16
hệ thống máy chủ và lưu trữ,Infrastructure & DevOps,hệ thống máy chủ và lưu trữ,1584,máy chủ lưu trữ,,máy chủ lưu trữ,1
chứng chỉ Server/Storage,Other,chứng chỉ server storage,6371,chứng chỉ server storage,,Other Other,1
chứng chỉ Microsoft,Other,chứng chỉ microsoft,2668,microsoft,,microsoft,9
làm việc tại trung tâm bảo hành,IT Support & Hardware,làm việc tại trung tâm bảo hành,5129,làm việc tại trung tâm bảo hành,,IT Support & Hardware Other,1
làm việc tại cửa hàng IT,IT Support & Hardware,làm việc tại cửa hàng it,5284,làm việc tại cửa hàng it,,IT Support & Hardware Other,1
thiết bị máy tính,IT Support & Hardware,thiết bị máy tính,73,computers,,computers,1
kiểm tra sản phẩm,Testing & QA,kiểm tra sản phẩm,1036,product testing,,product testing,1
real-time/near-real-time processing,Data Engineering & Analytics,real time near real time processing,5498,real time processing,,real time processing,1
Spark Streaming,Data Engineering & Analytics,spark streaming,4270,spark streaming,,Data Engineering & Analytics Other,9
Spark-streaming,Data Engineering & Analytics,spark streaming,4270,spark streaming,,Data Engineering & Analytics Other,1
Kafka Streams,Data Engineering & Analytics,kafka streams,6453,kafka streams,,Data Engineering & Analytics Other,4
data warehouse/lakehouse,Data Engineering & Analytics,data warehouse lakehouse,2948,data lakehouse,,data lakehouse,1
scalable data modeling,Engineering Concepts & Methodologies,scalable data modeling,5117,scalable data modeling,,Engineering Concepts & Methodologies Other,1
Data Vault 2.0,Engineering Concepts & Methodologies,data vault 2 0,6707,data vault 2 0,,Engineering Concepts & Methodologies Other,4
medallion,Engineering Concepts & Methodologies,medallion,6237,medallion,,Engineering Concepts & Methodologies Other,1
lakehouse patterns,Engineering Concepts & Methodologies,lakehouse patterns,6611,lakehouse patterns,,Engineering Concepts & Methodologies Other,1
data governance,Data Engineering & Analytics,data governance,3224,data governance,,data governance,100
Data Governance,Data Engineering & Analytics,data governance,3224,data governance,,data governance,49
lineage practices,Data Engineering & Analytics,lineage practices,4781,lineage practices,,Data Engineering & Analytics Other,1
GraphQL APIs,Engineering Concepts & Methodologies,graphql apis,3375,graphql api,,graphql api,4
schema design,Engineering Concepts & Methodologies,schema design,596,schema design,,schema design,121
versioning,Engineering Concepts & Methodologies,versioning,1123,versioning,,versioning,16
rate limiting,Engineering Concepts & Methodologies,rate limiting,1231,rate limiting,,rate limiting,9
AI copilots,Tool & Platform,ai copilots,797,ai copilots,,ai copilots,4
AI agents,Tool & Platform,ai agents,655,ai agent,,ai agent,4
OpenClaw,Tool & Platform,openclaw,78,openstack,,openstack,4
Machine Vision,AI/ML/Data,machine vision,5987,machine vision,,AI/ML/Data Other,4
xử lý hình ảnh,AI/ML/Data,computer vision,550,computer vision,,computer vision,25
Computer Vision,AI/ML/Data,computer vision,550,computer vision,,computer vision,2209
